ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_AREA_UBICACION,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL
1,5,1,0,1,0,1,15,120,0,39,40,40,30,45.0,189
0,17,1,1,1,1,1,45,120,0,64,63,64,55,55.0,305
0,6,1,1,1,1,1,15,45,0,59,60,58,61,75.0,303
1,23,1,0,1,0,1,0,120,0,50,53,36,49,52.0,237
1,4,2,1,0,1,1,15,45,0,44,48,51,40,53.0,232
1,2,2,1,1,1,1,120,15,0,36,43,39,38,34.0,193
0,13,1,0,0,0,1,45,15,0,41,38,35,45,44.0,200
1,31,1,1,1,1,1,45,120,0,64,54,44,33,56.0,247
1,6,2,0,1,1,1,15,0,0,50,49,50,44,38.0,237
0,15,2,1,0,1,1,45,45,0,34,40,46,50,42.0,212
1,30,1,0,1,0,1,0,15,1,55,48,55,50,49.0,259
1,15,2,1,1,1,2,15,15,0,40,38,34,35,36.0,183
1,30,1,0,0,0,1,0,0,1,56,56,57,60,53.0,285
0,14,1,0,1,0,2,15,0,0,26,40,33,32,38.0,166
0,3,1,1,1,1,1,45,120,0,40,33,45,33,51.0,194
1,31,2,1,1,1,2,45,120,1,52,33,43,55,46.0,229
0,26,2,1,1,1,2,15,45,0,45,45,44,32,46.0,209
1,14,1,0,0,0,1,15,0,1,50,46,43,49,50.0,236
1,20,1,0,0,0,2,45,120,0,45,41,43,32,47.0,204
0,14,1,0,1,0,2,45,120,0,56,40,56,50,60.0,256
0,22,2,1,1,1,0,15,180,0,72,72,70,71,62.0,353
0,31,1,0,1,0,2,0,45,0,64,60,64,58,54.0,305
0,15,4,1,1,1,1,15,120,0,57,65,61,64,78.0,315
0,23,1,1,1,1,1,45,180,0,67,73,68,65,62.0,339
0,19,2,0,1,0,1,90,180,0,57,50,35,40,36.0,224
1,28,4,1,1,1,2,120,180,0,72,83,100,82,100.0,427
1,20,2,0,0,1,1,15,45,0,52,42,41,41,40.0,218
0,22,1,0,1,1,2,90,120,1,38,35,34,34,27.0,173
1,23,2,0,1,0,2,45,45,0,47,52,44,36,41.0,222
0,21,6,1,1,1,1,120,120,0,73,68,71,81,80.0,369
0,5,3,1,1,1,2,90,180,0,50,35,41,48,37.0,215
1,14,2,1,1,0,1,15,45,0,41,52,43,27,36.0,202
1,15,3,1,1,1,1,15,120,0,49,48,41,37,46.0,220
1,14,1,0,1,0,1,15,45,0,46,40,51,48,53.0,234
0,31,2,0,1,1,1,45,180,0,45,49,48,51,42.0,239
1,2,3,1,1,1,1,90,180,0,61,59,53,50,57.0,279
1,15,3,1,1,1,2,0,180,0,38,50,46,46,57.0,230
0,28,2,1,1,1,1,90,45,0,53,62,41,49,60.0,260
0,23,2,1,1,0,0,45,180,0,60,63,64,59,57.0,306
0,18,1,0,1,0,1,45,120,0,54,60,38,45,40.0,243
0,28,4,1,1,1,1,45,120,0,79,80,71,70,87.0,380
0,26,2,1,1,1,1,45,120,1,67,69,70,75,77.0,354
1,28,3,1,1,1,1,45,120,0,66,64,63,70,49.0,322
0,5,3,1,1,1,1,15,120,0,47,30,37,41,51.0,198
1,25,2,0,1,0,1,15,15,1,35,51,38,33,45.0,198
1,15,2,1,1,1,1,0,120,0,51,55,50,35,66.0,246
0,2,4,1,1,1,1,45,180,0,64,58,59,65,65.0,309
0,20,2,0,0,0,1,0,120,0,49,20,30,36,48.0,174
1,28,3,1,1,0,1,15,180,0,54,43,50,45,50.0,241
0,11,4,1,0,1,2,45,180,0,36,26,29,40,32.0,163
1,15,3,1,1,1,1,45,180,0,73,79,68,72,77.0,367
1,20,3,0,1,1,1,15,45,0,40,41,41,43,33.0,203
0,25,2,1,0,1,1,45,120,0,43,40,43,45,43.0,214
1,24,1,0,0,0,0,15,120,0,48,62,34,36,46.0,225
0,2,1,0,1,0,2,0,0,1,38,49,44,41,45.0,216
1,20,1,0,1,1,1,15,45,0,53,61,43,52,47.0,259
1,31,2,1,1,1,0,15,15,0,50,41,34,41,33.0,204
1,1,6,0,1,0,2,120,180,1,40,33,33,20,39.0,160
0,23,1,0,0,0,2,0,120,1,59,59,54,58,53.0,286
0,10,1,0,0,0,0,0,0,1,52,48,50,49,44.0,247
0,30,1,1,1,0,1,15,45,0,57,37,42,36,40.0,214
1,15,3,1,1,1,2,0,120,0,51,54,56,45,46.0,255
1,14,3,1,1,1,0,15,45,0,55,47,48,36,55.0,236
0,2,3,1,1,1,0,45,45,0,54,50,49,56,60.0,264
1,15,2,1,1,1,0,0,180,0,61,49,50,51,73.0,272
1,20,2,1,1,0,1,15,45,0,41,32,35,42,59.0,196
0,5,4,1,1,1,1,45,120,0,61,63,57,59,78.0,307
1,15,2,1,1,1,2,120,120,0,54,49,56,58,53.0,271
1,2,3,1,1,1,2,0,180,0,49,41,44,38,49.0,217
1,6,1,0,0,1,1,45,45,0,71,66,68,68,52.0,335
0,2,2,1,1,1,1,45,180,1,35,30,40,29,39.0,170
0,31,2,1,1,1,1,45,120,0,52,43,42,46,46.0,229
0,9,2,0,1,1,1,0,15,0,59,62,51,54,40.0,276
1,29,2,1,1,1,1,15,120,0,59,57,40,57,51.0,265
0,14,1,0,0,0,1,15,15,1,30,33,34,32,32.0,161
1,21,2,0,1,0,1,15,180,0,69,59,61,66,61.0,318
1,5,3,1,0,0,1,15,45,0,63,71,65,62,66.0,327
0,15,3,1,1,1,1,45,120,0,61,58,56,45,57.0,276
0,31,2,1,1,0,2,0,45,0,41,35,35,45,32.0,192
1,28,2,1,1,1,2,45,120,0,61,63,60,45,50.0,283
1,2,2,0,0,0,2,0,45,0,25,38,35,35,38.0,168
1,2,3,1,1,1,2,0,180,0,59,55,60,50,65.0,283
1,10,0,0,0,0,1,15,45,1,55,49,58,51,49.0,265
1,2,1,0,1,0,1,15,45,1,57,49,52,40,45.0,246
1,14,2,0,1,0,1,15,0,0,60,67,62,76,62.0,330
1,2,2,1,1,1,2,0,180,0,43,41,41,40,38.0,205
1,2,1,0,0,0,1,45,45,0,57,62,56,46,49.0,274
0,29,1,0,1,0,1,0,45,0,41,37,45,36,41.0,199
0,2,1,0,1,0,0,15,180,0,48,50,47,48,27.0,233
1,23,2,1,1,1,2,15,45,0,60,70,65,65,65.0,325
1,15,3,1,1,0,0,45,180,0,61,50,54,63,54.0,284
1,15,3,1,0,1,2,15,120,0,60,57,50,43,51.0,262
1,15,2,1,1,1,1,15,45,0,62,70,56,64,53.0,311
0,15,3,1,1,1,0,45,120,0,65,59,65,68,65.0,322
0,31,2,1,1,1,1,15,45,0,55,53,56,59,52.0,277
1,4,1,0,1,1,1,15,45,0,50,58,50,34,49.0,240
1,6,2,0,1,1,1,45,45,0,54,63,62,57,55.0,293
1,18,2,1,1,1,1,0,180,0,45,48,43,43,53.0,227
0,2,1,1,1,1,1,15,45,0,48,43,45,37,34.0,213
0,15,2,1,1,1,1,120,180,0,74,71,74,76,63.0,365
0,18,4,0,0,0,0,15,45,1,36,36,32,27,39.0,166
0,13,0,0,0,0,0,90,120,0,51,49,53,49,50.0,252
1,21,2,1,1,0,1,15,180,0,43,40,47,39,55.0,216
1,19,0,0,0,0,0,15,0,1,41,47,42,42,44.0,215
0,31,1,1,1,1,2,0,15,0,43,40,36,32,40.0,190
0,29,1,0,1,0,2,0,120,0,41,38,43,33,40.0,194
0,23,2,0,0,0,1,0,45,1,42,38,48,41,43.0,212
0,14,3,1,1,1,1,15,45,0,51,36,33,43,40.0,203
0,22,5,1,1,1,0,15,45,1,27,24,37,26,32.0,144
1,4,2,0,1,0,2,45,15,1,39,38,37,29,43.0,182
0,2,3,1,1,0,1,45,180,0,59,59,58,62,42.0,291
0,15,3,1,1,1,1,120,180,0,68,58,54,59,69.0,302
1,11,1,0,1,0,0,15,120,0,65,77,66,55,57.0,325
1,2,5,1,1,1,1,0,45,0,61,52,63,57,70.0,296
1,15,4,1,1,1,1,45,120,0,77,82,78,75,80.0,391
1,2,2,1,1,1,1,45,120,0,52,55,46,41,56.0,245
1,13,1,0,1,0,0,15,15,0,70,64,51,65,51.0,308
0,3,0,0,0,0,2,45,0,0,36,30,33,31,42.0,166
0,31,2,1,1,1,2,0,15,0,61,47,58,40,62.0,262
0,9,3,1,1,1,1,15,120,0,51,50,53,44,50.0,248
1,15,1,1,1,0,1,15,120,0,58,46,54,57,51.0,268
0,21,3,1,1,1,2,15,45,0,58,53,55,57,64.0,282
0,12,1,0,1,1,1,90,120,0,43,37,40,47,41.0,208
1,13,1,0,1,1,1,45,15,0,51,44,47,41,47.0,229
0,13,2,0,0,0,0,15,15,1,43,27,38,30,46.0,177
1,14,2,1,1,1,2,15,120,0,55,52,48,49,48.0,254
0,5,5,1,1,1,1,15,180,0,57,51,46,50,49.0,254
1,2,5,1,1,1,0,90,180,0,60,58,63,63,72.0,309
0,7,2,1,1,0,0,15,15,0,45,35,46,43,36.0,209
0,21,2,1,1,1,1,45,120,0,57,56,55,61,47.0,282
1,31,0,0,1,1,1,15,120,1,50,60,60,56,50.0,280
0,5,2,0,1,0,2,15,120,0,50,40,51,46,45.0,233
1,2,1,0,0,0,0,15,15,0,34,36,36,39,31.0,179
0,31,2,1,0,1,2,15,120,0,60,50,55,51,46.0,267
1,2,3,1,1,1,1,45,120,0,53,46,48,50,58.0,250
0,2,2,0,1,1,1,15,120,1,42,42,36,35,35.0,192
0,5,1,0,0,0,1,15,120,1,36,33,31,33,47.0,172
1,8,2,1,1,1,2,45,120,0,63,50,53,63,79.0,295
0,4,2,1,1,1,1,45,180,0,56,62,60,52,59.0,288
1,4,3,1,1,1,2,15,120,0,38,36,39,39,39.0,190
0,19,1,1,1,1,1,15,45,0,37,26,33,30,43.0,162
1,31,3,0,1,0,2,15,15,0,57,54,54,47,59.0,267
1,11,0,0,0,0,1,15,0,0,37,33,31,36,37.0,172
0,2,1,0,1,0,0,15,15,0,62,51,50,64,44.0,279
1,28,3,1,1,1,2,45,120,0,61,59,66,64,73.0,317
1,28,2,1,1,1,1,15,180,0,57,52,58,54,58.0,277
1,11,1,0,1,0,0,0,45,1,49,28,37,36,51.0,193
0,15,1,0,1,0,1,15,0,0,42,31,39,40,31.0,187
0,2,2,1,1,0,0,15,120,0,49,42,42,40,29.0,211
1,3,1,0,0,0,1,45,0,0,67,64,64,59,63.0,317
1,5,3,1,1,0,1,15,120,0,53,45,53,46,40.0,243
0,5,0,0,1,0,1,15,0,0,33,28,35,20,33.0,147
0,15,1,1,1,1,1,15,120,0,44,37,45,36,42.0,203
0,6,1,1,0,1,1,15,120,0,66,66,61,64,67.0,322
0,20,1,1,1,1,2,0,0,0,48,47,50,34,48.0,225
1,21,2,1,1,0,1,45,45,0,70,59,63,69,65.0,326
1,15,2,1,1,1,2,0,180,0,57,57,51,56,53.0,275
1,21,2,1,1,0,1,45,120,0,54,62,49,47,48.0,263
1,14,4,1,1,1,1,15,180,0,66,56,60,66,76.0,315
1,11,3,1,1,1,1,45,45,0,63,47,57,57,52.0,278
1,15,2,1,1,1,1,15,120,0,46,42,42,37,49.0,212
1,13,1,1,1,1,1,0,120,0,42,53,47,50,45.0,239
0,21,3,1,1,0,1,15,120,0,71,71,64,76,77.0,355
0,14,2,1,1,1,1,45,120,0,60,46,57,46,59.0,264
0,2,1,0,1,0,1,45,45,0,52,52,50,45,48.0,248
0,18,1,0,1,0,1,90,180,0,71,62,60,67,52.0,320
1,30,3,1,1,1,1,15,0,0,44,46,51,49,49.0,238
0,15,2,1,1,1,1,45,120,0,61,61,56,49,62.0,286
0,15,3,1,1,1,1,15,180,0,54,46,49,43,46.0,239
1,26,3,1,1,1,0,45,120,0,70,70,71,74,68.0,355
1,15,3,1,1,1,1,15,15,0,68,55,56,47,68.0,287
1,9,2,1,1,1,1,45,120,0,72,68,56,69,56.0,327
0,15,2,1,1,1,0,0,45,0,67,70,65,55,60.0,320
0,26,1,1,1,1,2,45,180,0,40,40,41,27,39.0,186
0,20,0,0,0,0,0,0,0,0,50,37,30,38,39.0,194
1,5,2,1,1,1,1,0,120,0,67,61,50,59,42.0,290
1,14,0,0,1,0,2,120,45,0,61,53,46,55,55.0,269
1,5,3,1,1,1,0,45,45,0,54,58,56,58,54.0,282
1,28,2,1,0,1,1,15,45,1,48,55,55,49,53.0,259
1,14,2,1,1,1,0,90,120,0,55,60,59,54,59.0,286
0,19,1,1,1,1,1,45,120,0,60,58,46,48,61.0,268
0,21,1,1,1,0,0,120,180,0,58,63,66,60,55.0,306
1,5,1,0,1,0,1,15,0,1,53,47,45,55,40.0,246
0,2,3,1,1,1,2,45,120,0,55,57,57,53,56.0,278
1,31,3,1,1,1,1,15,120,0,48,48,41,40,41.0,220
1,31,1,0,0,0,1,15,15,0,61,55,55,55,50.0,280
1,28,5,1,1,1,0,15,180,0,52,57,61,53,59.0,280
0,14,1,1,0,1,2,15,45,1,58,41,37,43,42.0,223
1,30,2,1,1,1,1,15,45,0,46,43,34,34,44.0,198
0,5,1,0,0,0,1,45,120,0,43,49,47,44,53.0,232
0,2,2,1,1,0,2,90,180,0,47,38,46,52,51.0,231
1,14,3,1,1,1,0,45,120,0,55,52,52,56,47.0,266
1,31,3,1,1,0,1,0,180,0,49,45,51,45,49.0,238
1,22,0,0,1,0,1,45,45,1,49,45,42,39,48.0,220
0,31,6,1,1,1,1,0,0,1,29,29,38,26,43.0,157
0,29,3,0,0,0,1,15,45,0,59,51,50,56,51.0,269
0,18,2,1,1,1,1,15,180,0,46,51,43,41,42.0,225
1,18,2,0,0,1,1,15,120,0,63,80,73,69,70.0,356
0,13,2,0,1,0,1,45,45,0,43,40,45,42,37.0,210
1,5,4,1,0,1,0,0,120,0,74,69,59,70,66.0,339
1,5,1,0,1,0,1,0,45,0,54,47,46,41,43.0,233
1,19,2,1,1,1,1,0,15,0,49,42,37,35,39.0,203
1,15,3,1,1,0,0,0,120,0,62,48,54,66,59.0,288
0,31,1,1,1,1,1,15,15,0,53,55,49,44,48.0,250
0,15,3,1,1,1,1,15,120,0,73,77,70,64,77.0,357
0,31,3,1,1,1,0,0,180,0,55,40,47,42,53.0,233
0,29,1,0,0,0,1,45,45,0,42,41,46,43,47.0,217
1,21,2,1,1,1,1,45,180,0,44,38,36,46,47.0,207
0,17,1,0,1,0,1,15,15,0,44,33,38,40,44.0,196
1,31,2,1,1,1,1,15,45,0,54,62,59,50,58.0,282
0,15,4,1,1,1,2,15,45,0,65,61,61,64,68.0,316
0,2,3,1,1,1,1,120,45,0,56,53,47,51,62.0,263
0,23,0,0,1,0,1,45,15,0,46,37,32,33,32.0,183
1,14,2,0,1,1,1,45,45,1,69,70,65,59,69.0,330
1,21,2,1,1,0,1,0,15,1,47,39,42,44,55.0,220
0,18,1,0,1,0,0,120,0,0,40,41,45,54,51.0,227
1,6,2,1,1,1,1,90,15,0,71,68,67,63,57.0,332
1,6,1,0,1,0,0,0,15,0,36,62,40,47,47.0,232
0,31,1,1,1,0,1,15,45,1,42,24,33,45,41.0,182
1,5,1,0,1,0,2,45,180,0,56,51,54,54,43.0,265
0,10,3,0,1,0,1,45,45,0,39,44,35,29,38.0,184
1,31,5,1,1,1,1,90,120,0,60,61,47,63,58.0,289
1,20,3,0,0,1,1,15,180,1,57,62,63,62,53.0,302
0,14,3,0,1,1,2,0,45,0,38,40,45,39,56.0,208
1,16,1,0,0,0,1,0,0,0,28,34,41,44,33.0,182
0,4,1,0,0,0,1,0,15,0,51,45,51,47,47.0,242
0,22,1,1,1,1,2,45,120,0,71,69,70,66,69.0,345
1,20,1,0,1,0,1,45,120,1,58,68,58,64,50.0,305
0,6,4,1,1,1,1,120,15,0,58,67,65,58,73.0,314
1,31,1,1,1,0,1,15,120,0,42,43,46,41,53.0,219
0,13,2,0,1,1,1,120,15,1,54,48,43,50,46.0,243
0,31,1,0,1,0,1,0,15,0,34,31,32,39,40.0,172
0,26,2,1,1,1,2,90,180,0,46,50,54,42,50.0,241
1,19,3,0,1,0,1,15,45,0,46,47,45,26,46.0,207
1,12,1,1,1,1,1,15,45,0,47,34,41,46,46.0,212
0,15,3,1,1,1,1,45,120,0,66,61,62,54,74.0,309
1,2,2,0,0,1,1,90,45,0,51,66,66,56,53.0,296
0,15,4,1,1,1,1,0,180,0,55,62,59,60,63.0,297
1,5,2,0,1,0,1,15,45,0,48,44,46,45,39.0,226
0,2,1,0,0,0,1,15,45,0,50,48,45,40,31.0,223
0,2,1,1,1,1,1,15,180,0,52,36,44,52,51.0,232
0,5,2,1,1,1,2,45,180,0,68,61,60,61,65.0,313
1,2,1,1,1,1,2,45,180,0,46,37,40,37,46.0,202
1,30,3,1,1,1,1,90,120,0,65,52,66,56,46.0,293
0,15,3,1,1,1,2,15,120,0,44,41,38,34,49.0,200
0,22,1,0,0,0,1,0,45,0,58,52,55,49,53.0,267
1,30,1,1,1,0,2,45,120,0,59,59,50,46,54.0,268
0,11,2,0,1,1,2,120,120,0,66,51,63,75,63.0,318
0,31,1,1,0,0,1,90,120,0,53,47,51,49,38.0,245
0,2,3,1,1,1,1,90,180,0,60,55,54,63,57.0,290
0,15,2,1,1,0,2,15,45,0,50,52,35,47,29.0,223
1,29,2,0,1,1,2,45,120,0,49,47,53,46,52.0,245
1,29,0,0,0,0,2,15,45,1,48,39,44,41,50.0,218
0,25,1,1,1,0,1,15,15,0,35,41,46,41,46.0,206
0,6,2,1,1,1,1,15,180,0,66,65,66,70,69.0,335
0,26,3,1,1,1,0,45,15,0,53,53,47,55,56.0,262
1,10,1,1,0,1,0,0,180,0,53,50,47,43,47.0,241
0,22,3,1,0,1,0,15,15,0,54,56,57,55,57.0,278
0,7,2,1,1,1,0,0,180,0,57,52,49,42,49.0,250
1,13,6,0,1,0,2,0,120,1,43,38,36,31,35.0,184
1,21,3,1,1,1,2,120,180,0,63,70,67,68,68.0,335
1,2,3,1,1,1,1,90,15,0,46,38,41,45,48.0,215
0,21,3,1,1,1,1,15,45,0,71,62,66,61,78.0,330
1,4,1,0,0,0,0,0,0,0,38,41,35,33,49.0,188
1,8,1,0,0,0,1,0,0,1,34,34,30,28,33.0,158
1,4,2,1,1,0,2,15,120,0,53,36,48,48,42.0,230
1,2,2,1,1,1,1,15,120,0,60,60,55,58,59.0,292
1,2,2,1,1,1,1,15,180,0,73,75,68,69,74.0,357
0,11,1,0,1,0,1,15,45,0,50,51,40,41,53.0,230
0,31,1,0,0,0,1,0,0,1,52,48,49,53,51.0,253
1,15,2,1,1,1,1,0,45,0,52,43,52,41,56.0,238
0,13,1,0,0,0,1,15,15,0,54,40,41,33,44.0,211
1,30,1,0,0,0,1,15,0,1,38,41,47,40,39.0,207
0,2,2,1,1,1,1,120,120,0,69,51,65,58,54.0,301
1,4,4,1,1,0,1,120,45,0,44,43,45,27,50.0,203
1,25,1,0,1,1,2,0,45,0,54,55,49,50,38.0,255
1,10,2,1,1,1,1,15,45,0,59,56,56,59,59.0,288
1,4,2,0,1,0,0,45,45,0,44,40,39,49,55.0,220
1,6,2,0,0,1,1,15,15,0,43,58,39,43,58.0,233
1,15,3,1,1,1,2,15,45,0,50,51,54,49,54.0,256
0,26,2,1,1,1,0,0,15,0,61,76,62,65,53.0,325
1,28,2,1,1,1,0,15,45,0,42,47,49,46,53.0,233
0,22,1,0,0,1,0,90,15,1,50,58,59,46,50.0,265
1,12,0,0,1,0,0,0,0,0,38,38,37,47,46.0,202
1,26,3,1,1,1,1,45,120,0,48,42,53,35,51.0,225
0,2,2,1,1,1,1,45,120,0,42,42,43,36,53.0,208
1,22,3,1,0,1,1,45,45,0,42,57,51,32,38.0,225
1,22,3,1,1,1,1,90,15,0,48,72,71,63,65.0,318
1,13,1,0,1,0,1,90,120,0,58,62,55,44,51.0,272
1,2,1,0,0,0,0,15,0,0,61,66,56,63,59.0,307
1,15,2,1,1,1,0,15,45,0,46,60,51,56,48.0,264
1,23,2,0,0,0,1,15,120,0,61,63,59,51,57.0,292
1,20,2,1,1,1,1,15,15,0,69,69,58,62,67.0,323
0,15,2,1,1,1,1,45,120,0,52,53,54,54,54.0,267
0,20,1,0,0,0,2,90,0,1,41,41,47,26,40.0,194
1,22,1,0,1,0,1,15,15,0,54,50,44,37,45.0,231
0,11,1,0,0,0,1,45,45,1,60,59,59,56,58.0,292
1,15,3,1,1,1,1,0,15,0,45,43,42,33,44.0,205
1,5,1,0,0,0,1,15,15,1,39,41,48,30,46.0,200
0,4,3,1,1,1,1,90,120,0,66,76,68,67,81.0,351
1,28,2,1,1,1,1,15,180,1,50,55,45,54,51.0,255
0,7,3,0,1,0,2,45,45,1,47,44,51,47,47.0,236
0,18,1,0,0,0,1,0,15,0,44,50,47,34,39.0,217
1,9,2,1,1,1,2,90,45,0,58,53,52,48,49.0,262
0,25,2,0,0,0,1,15,15,0,46,47,42,42,38.0,219
1,31,2,1,1,1,2,45,120,0,45,47,40,41,41.0,215
1,15,2,1,1,1,1,45,180,0,53,55,50,53,58.0,266
1,6,1,0,1,0,1,15,45,1,61,69,67,69,58.0,329
1,15,4,1,1,1,1,15,45,0,60,59,62,64,53.0,303
1,10,3,1,1,1,1,15,45,0,49,42,48,40,43.0,223
0,4,2,1,1,1,1,45,120,0,47,37,40,37,45.0,203
1,23,1,0,1,0,1,15,15,0,53,65,62,46,55.0,282
0,4,1,0,0,0,1,90,180,0,60,50,52,51,50.0,265
0,28,3,0,0,0,2,0,15,0,44,43,40,30,51.0,201
0,15,2,0,1,1,1,0,120,0,50,45,42,40,32.0,217
0,10,1,0,1,1,2,15,45,1,64,64,54,65,55.0,306
0,31,2,1,1,1,1,15,15,0,50,43,43,45,51.0,228
1,14,3,1,1,1,1,0,180,0,57,59,54,55,57.0,282
1,2,2,1,1,1,0,15,120,0,68,72,67,72,73.0,350
1,24,1,0,0,0,0,0,15,0,36,56,51,33,32.0,215
0,14,3,1,1,1,1,15,180,0,33,44,34,34,38.0,182
0,23,1,0,0,1,1,0,15,0,51,28,39,34,32.0,188
0,4,1,0,1,1,1,45,15,0,44,41,41,41,41.0,208
0,22,1,0,0,0,1,15,45,0,68,65,66,67,59.0,330
0,21,1,0,0,0,0,45,45,0,54,60,62,61,61.0,297
1,31,2,1,1,1,1,0,15,0,42,55,54,53,55.0,257
1,4,4,1,1,1,1,90,180,0,71,74,68,65,80.0,352
1,20,4,0,1,0,1,45,45,1,41,39,39,29,50.0,190
0,14,3,1,1,1,1,0,45,0,52,55,52,48,50.0,258
0,31,2,1,1,1,2,15,120,0,58,53,57,48,59.0,272
1,13,1,0,1,0,1,15,120,1,47,53,45,41,48.0,233
1,5,1,0,1,0,1,15,15,1,50,51,53,53,48.0,257
1,26,5,1,1,1,1,45,45,1,54,62,59,64,58.0,298
1,30,3,1,1,0,1,15,15,0,51,59,57,53,55.0,275
1,25,2,1,1,1,1,45,180,1,65,58,65,62,61.0,312
1,15,2,1,1,1,1,0,120,0,60,55,44,52,43.0,260
0,4,2,1,1,1,1,15,15,0,44,47,50,41,42.0,226
0,15,4,1,1,1,1,90,180,0,61,45,57,56,64.0,277
0,15,3,1,1,1,1,45,180,0,54,53,57,59,54.0,278
0,28,3,0,1,0,1,45,15,1,54,38,39,32,47.0,206
0,31,3,1,1,0,0,120,120,0,64,69,53,51,74.0,302
0,10,2,0,1,0,1,0,120,0,58,60,47,53,52.0,272
1,24,1,0,0,0,0,15,45,0,57,69,52,56,62.0,294
0,2,2,1,1,1,1,90,120,0,44,43,44,48,48.0,225
1,28,2,1,1,1,1,90,45,0,56,44,51,45,50.0,245
0,2,4,1,1,1,1,15,180,0,66,54,63,51,61.0,293
0,4,3,1,1,1,1,45,120,0,57,46,44,43,68.0,245
0,15,3,1,1,1,1,90,120,0,68,48,51,55,50.0,275
1,8,2,0,0,0,1,90,15,0,59,62,64,60,57.0,305
1,6,1,0,1,0,1,15,0,0,54,65,59,54,57.0,290
1,10,4,1,1,1,1,90,120,0,73,78,75,76,81.0,380
1,2,5,1,1,1,2,45,180,0,61,75,66,60,70.0,329
1,28,5,1,1,1,2,0,45,0,65,73,66,64,70.0,336
0,13,0,0,1,0,1,0,15,0,41,31,35,39,37.0,183
1,10,1,0,0,0,1,0,0,0,56,48,40,52,43.0,243
1,2,2,1,1,1,1,15,120,0,52,49,50,37,54.0,238
1,15,3,1,1,1,1,45,120,0,61,41,43,47,61.0,245
0,14,2,0,1,0,1,15,0,1,52,58,51,55,52.0,269
0,30,1,1,1,1,1,0,180,0,64,52,56,57,50.0,283
1,23,2,0,1,0,0,45,45,0,46,52,48,48,48.0,242
1,4,1,0,1,0,1,120,45,0,53,49,51,54,46.0,257
0,4,3,1,1,0,1,0,120,0,60,46,49,41,57.0,248
1,15,3,0,1,1,0,45,45,0,58,61,62,63,61.0,305
0,19,1,1,0,1,1,90,45,0,48,42,41,32,45.0,205
0,31,2,1,1,1,1,15,45,0,46,41,45,39,51.0,217
0,25,3,1,1,1,1,0,45,0,57,52,49,55,57.0,268
0,11,1,0,1,1,1,120,180,0,32,31,47,32,53.0,184
0,20,1,1,1,1,1,120,120,0,71,64,61,63,63.0,323
0,15,2,1,1,1,1,0,15,0,50,42,43,40,49.0,221
0,31,4,1,1,0,2,15,45,0,57,57,58,54,57.0,283
0,6,2,1,1,1,1,45,15,0,60,55,48,55,61.0,275
1,25,4,1,0,1,2,15,120,0,67,67,59,53,47.0,302
1,5,1,1,1,1,2,0,45,0,47,37,49,47,49.0,227
0,2,1,0,1,0,1,15,45,0,50,39,36,37,43.0,203
1,5,2,0,1,0,1,0,15,0,58,20,41,59,36.0,219
0,12,4,0,1,0,1,90,45,0,35,26,40,34,42.0,172
0,2,1,0,0,0,2,0,120,1,35,26,29,38,33.0,160
0,13,1,0,1,0,1,15,180,1,51,43,46,45,53.0,234
0,19,2,0,1,1,1,15,15,0,52,44,45,47,44.0,234
1,15,3,1,1,1,0,0,120,0,55,67,59,52,46.0,287
0,15,2,1,1,1,1,45,120,0,78,68,78,73,79.0,373
1,26,2,1,1,1,2,15,15,0,56,40,37,50,51.0,231
0,31,2,1,1,1,1,15,45,0,41,45,48,49,49.0,230
1,11,1,0,1,1,1,15,15,1,58,65,57,51,57.0,288
0,15,3,1,1,1,1,15,120,0,57,59,51,55,58.0,278
0,2,3,1,1,0,2,45,180,0,51,50,35,41,41.0,220
1,31,3,1,0,1,2,45,120,1,41,36,36,27,47.0,180
0,13,0,0,1,0,1,15,180,1,43,52,51,40,57.0,237
1,15,2,1,1,1,1,0,45,0,42,44,38,43,49.0,212
1,31,2,1,1,1,2,0,180,0,54,48,52,53,53.0,259
1,31,2,1,1,1,1,15,120,0,53,45,52,45,54.0,246
1,14,2,0,1,1,1,45,45,0,60,64,63,61,58.0,308
1,15,3,1,1,1,1,0,120,0,47,51,55,46,43.0,246
1,28,3,0,1,0,1,15,0,1,54,58,51,46,53.0,262
1,30,4,1,1,1,2,0,120,0,49,42,41,42,47.0,219
0,23,2,0,1,1,1,45,15,1,38,45,51,46,42.0,224
0,23,2,1,1,0,1,0,180,0,41,39,48,38,45.0,209
0,2,2,0,1,1,1,15,0,0,36,38,38,27,35.0,174
0,26,6,1,1,1,1,0,45,0,47,52,53,52,79.0,266
0,20,1,0,0,0,1,15,15,0,44,39,37,43,45.0,205
1,15,3,1,0,1,1,90,45,0,57,49,51,55,46.0,262
0,25,2,1,0,0,2,45,45,0,70,67,69,70,63.0,343
1,5,1,0,0,0,1,0,15,0,42,35,28,34,35.0,174
1,8,1,0,0,1,1,45,45,0,54,56,48,51,50.0,260
