ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_AREA_UBICACION,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL
1,14,1,1,0,1,1,15,120,0,62,60,58,49,59.0,287
0,31,1,1,1,0,1,15,45,0,55,60,52,49,50.0,268
0,27,2,0,1,1,0,120,180,0,65,61,61,61,60.0,309
0,20,1,0,0,0,1,45,45,1,64,59,56,58,60.0,297
1,30,2,1,1,1,1,15,45,0,43,61,51,47,33.0,246
1,2,3,0,1,0,1,90,120,1,51,59,46,39,58.0,247
1,10,1,0,1,1,2,0,15,0,45,33,29,26,42.0,170
0,22,1,0,1,1,1,45,45,0,56,63,58,51,52.0,283
0,31,3,1,1,1,1,45,180,0,61,58,59,64,59.0,302
0,2,2,1,1,1,1,45,120,0,59,62,58,74,68.0,318
1,15,3,1,1,1,1,15,120,0,47,56,51,50,48.0,254
0,24,1,0,1,0,1,15,45,0,47,43,42,45,48.0,223
1,30,0,0,1,1,1,15,45,0,39,39,38,32,44.0,188
0,13,2,0,1,0,2,45,120,1,46,36,32,38,35.0,189
1,14,3,1,1,1,0,0,180,1,67,70,63,64,71.0,332
0,4,0,1,0,0,1,0,45,1,31,36,40,21,39.0,163
0,9,1,0,0,0,2,15,120,1,49,43,49,53,52.0,244
1,24,3,0,0,0,2,15,0,1,42,32,42,36,37.0,190
1,15,3,1,1,1,1,15,120,0,52,42,40,46,49.0,227
0,6,1,0,0,0,1,45,15,0,64,66,60,64,53.0,313
0,2,2,0,0,0,2,90,15,0,45,44,50,47,34.0,228
0,22,3,1,1,1,1,45,45,0,59,63,59,52,65.0,294
1,18,1,0,1,0,1,90,15,0,43,29,39,22,29.0,165
1,31,2,1,1,1,2,45,45,0,55,46,45,38,49.0,231
1,7,3,1,1,1,1,0,45,0,59,55,37,52,48.0,253
0,14,2,0,1,1,1,90,45,1,52,46,41,39,50.0,225
1,6,3,1,1,1,0,0,45,0,70,68,66,66,63.0,336
0,20,1,1,1,0,1,90,45,0,60,49,52,59,61.0,277
1,15,4,1,1,1,1,15,45,0,55,60,61,60,69.0,299
1,13,2,0,1,0,1,15,180,1,57,58,61,52,60.0,286
0,2,2,1,0,1,1,45,120,1,51,53,52,48,38.0,250
0,15,2,1,1,1,1,0,180,0,64,60,64,59,60.0,308
0,11,2,1,1,1,1,0,180,0,42,45,38,28,45.0,194
0,15,2,1,1,1,2,15,15,0,54,43,46,44,47.0,234
1,11,1,0,1,0,2,0,120,0,56,49,39,46,60.0,242
0,9,1,1,1,1,0,45,45,0,63,60,54,60,45.0,291
0,14,2,1,1,0,1,15,180,0,56,61,53,43,55.0,267
1,15,3,1,1,1,1,0,15,0,48,53,55,43,47.0,248
1,2,1,1,0,1,0,90,120,0,68,69,61,70,64.0,334
1,28,1,1,1,1,1,15,45,0,57,53,51,46,50.0,258
0,5,2,1,1,0,0,15,120,0,59,60,58,53,65.0,290
1,7,2,0,0,0,1,0,15,0,66,60,53,55,55.0,291
0,30,1,1,0,0,0,15,45,0,44,41,37,41,30.0,200
1,28,4,1,1,1,1,0,180,0,47,40,30,55,52.0,218
1,2,3,1,1,0,0,15,180,0,67,70,62,64,67.0,329
0,4,3,1,1,0,1,45,15,0,60,51,46,60,68.0,277
0,8,2,0,1,0,1,15,45,0,47,37,43,39,45.0,209
0,25,2,1,1,1,1,45,180,0,65,49,64,65,59.0,303
0,20,1,1,1,0,1,15,120,0,40,42,41,28,40.0,190
1,13,2,0,0,0,1,15,15,1,37,39,40,32,41.0,187
1,22,1,0,1,0,1,15,45,1,47,63,57,42,60.0,264
0,28,2,1,1,1,1,45,120,0,68,65,57,61,60.0,313
1,30,1,0,0,0,0,15,0,1,43,42,47,51,32.0,223
0,4,1,1,0,0,0,45,45,0,54,56,52,42,50.0,255
0,22,1,0,0,0,0,0,15,0,55,47,51,47,61.0,254
0,4,2,0,1,1,1,90,45,0,62,60,54,63,59.0,298
1,5,2,0,0,0,1,15,45,0,60,54,36,58,48.0,258
0,13,3,1,1,0,2,45,180,0,44,42,42,48,44.0,220
0,15,3,1,1,1,1,15,15,0,61,50,57,52,62.0,278
1,15,3,1,1,1,1,45,180,0,50,57,59,47,65.0,271
1,28,3,1,1,1,1,45,45,0,72,64,69,69,65.0,341
0,2,1,1,1,1,2,0,180,0,45,40,39,30,31.0,190
0,30,1,0,1,0,1,45,45,0,57,45,47,48,38.0,242
0,4,1,1,1,1,1,15,45,0,67,70,65,67,72.0,338
0,2,6,1,1,1,0,15,180,0,68,63,68,69,76.0,338
1,13,2,1,1,1,0,0,120,0,70,65,59,73,64.0,333
1,14,2,0,1,1,1,45,15,1,51,48,49,51,53.0,250
0,22,3,0,1,0,1,15,45,0,51,45,48,55,62.0,253
0,28,6,0,1,0,1,0,180,0,36,32,31,37,39.0,172
0,9,2,0,1,1,1,0,15,0,55,41,46,23,43.0,207
1,6,3,1,1,1,1,0,45,0,53,57,48,50,55.0,261
0,28,2,1,1,1,2,120,120,0,63,53,53,52,76.0,284
1,15,4,1,1,1,2,45,180,0,68,65,66,63,69.0,329
1,2,1,1,1,1,1,0,45,1,49,62,56,57,54.0,279
0,21,2,0,0,0,1,90,15,0,60,59,56,65,54.0,298
0,28,1,0,0,0,1,45,15,0,64,74,68,63,63.0,335
0,15,3,0,1,1,0,45,180,0,68,50,56,55,55.0,285
0,14,3,1,1,1,1,45,120,0,77,63,69,72,66.0,350
1,31,2,1,1,1,1,15,120,0,66,53,39,61,58.0,275
0,2,2,0,1,0,1,90,15,0,49,50,52,49,59.0,253
0,4,3,1,1,1,1,45,45,0,66,76,69,75,68.0,356
0,10,1,0,0,0,1,15,45,0,53,52,49,43,51.0,247
0,15,4,1,1,1,2,15,120,0,75,77,68,75,80.0,371
1,4,2,1,1,0,1,15,45,0,46,41,37,42,38.0,206
1,7,4,1,1,1,1,0,45,1,50,45,38,33,42.0,208
0,5,3,1,1,1,1,15,45,0,48,51,39,42,54.0,228
1,15,2,1,1,1,2,0,180,0,53,60,56,54,50.0,277
1,26,3,1,1,1,2,45,45,0,52,48,55,53,50.0,259
1,15,4,1,1,1,2,15,45,0,63,57,57,61,60.0,298
1,24,2,0,1,0,1,0,15,0,39,37,34,31,34.0,176
0,3,2,1,1,0,1,45,120,0,67,69,66,70,67.0,340
1,22,1,0,1,0,2,90,15,0,44,39,39,34,38.0,195
1,23,1,0,1,0,1,15,120,0,68,55,63,75,64.0,326
0,6,2,0,0,1,0,45,45,1,72,64,62,70,61.0,333
1,2,3,1,1,1,2,45,120,0,63,63,51,55,58.0,290
1,5,4,0,1,1,2,15,15,0,52,29,41,45,46.0,210
1,29,5,0,1,0,1,15,120,1,42,24,36,30,32.0,165
0,4,1,0,0,0,1,0,0,0,47,53,43,52,48.0,243
0,6,1,0,0,0,1,0,180,0,52,54,47,48,48.0,250
1,14,1,0,1,1,1,15,45,1,61,57,58,52,55.0,284
0,5,1,0,1,0,1,45,45,0,51,38,46,38,34.0,213
0,6,1,0,1,0,1,15,0,0,62,63,64,53,50.0,298
0,23,2,1,1,1,1,15,180,0,56,47,44,52,55.0,251
0,22,3,0,1,0,0,45,120,1,59,39,45,36,39.0,222
0,12,0,1,0,1,2,15,120,1,36,27,34,32,29.0,160
0,15,3,1,1,1,2,45,180,0,72,70,67,72,69.0,351
1,4,5,1,1,1,1,90,180,0,38,39,44,46,47.0,211
1,2,2,0,1,0,1,45,45,0,42,44,45,47,50.0,225
1,14,2,1,1,1,2,0,180,0,38,33,40,26,44.0,175
1,20,1,1,1,1,1,15,120,0,60,65,55,42,57.0,278
1,10,2,0,1,0,2,0,120,0,34,35,32,23,49.0,162
0,15,3,0,1,1,2,90,15,0,57,51,45,30,51.0,231
0,28,2,1,0,1,2,15,120,0,59,58,59,60,53.0,293
1,14,1,0,1,0,1,15,15,1,40,50,49,43,56.0,232
0,6,3,1,1,1,1,15,120,1,62,58,65,59,72.0,309
1,22,4,0,0,0,0,15,15,0,59,56,54,48,35.0,264
0,31,0,1,1,1,1,15,120,0,58,32,45,32,62.0,217
0,28,5,1,1,1,2,15,45,0,70,74,67,53,77.0,334
0,4,1,1,0,1,1,15,45,0,60,55,49,47,47.0,262
0,8,1,0,1,1,0,15,180,0,64,63,52,63,52.0,299
0,18,2,1,1,0,2,45,180,0,55,56,52,52,73.0,276
1,2,2,1,1,0,1,45,120,0,45,48,45,45,40.0,227
1,11,2,0,1,0,1,0,45,0,69,61,56,63,52.0,307
1,5,1,0,1,0,1,15,0,1,41,32,36,41,41.0,189
0,23,1,1,1,1,1,0,15,0,46,46,43,35,50.0,215
1,31,2,1,1,1,1,45,120,0,63,56,61,60,45.0,294
1,28,2,1,1,1,1,0,45,0,45,48,46,46,47.0,232
0,25,2,1,1,0,1,45,180,0,50,62,55,51,50.0,271
0,31,2,1,1,0,1,15,45,0,32,43,37,37,39.0,187
0,19,1,1,0,1,2,15,120,0,32,38,38,37,35.0,181
1,15,4,1,1,1,0,45,120,0,46,57,55,51,69.0,268
1,22,1,0,0,0,1,15,0,1,61,56,58,62,55.0,295
0,15,3,1,1,1,2,90,120,0,45,37,56,45,64.0,236
0,15,2,1,1,1,2,45,45,0,52,47,50,47,55.0,247
1,2,2,1,0,1,1,45,45,0,65,69,63,70,59.0,331
0,31,2,1,1,1,1,15,45,0,62,65,58,63,53.0,307
1,13,0,0,0,0,1,15,0,1,39,35,35,34,33.0,178
1,22,2,1,0,1,1,45,15,0,69,64,61,42,50.0,292
0,23,1,0,0,0,2,45,45,1,47,38,42,39,46.0,209
0,4,1,1,1,0,0,15,180,0,49,42,43,40,39.0,216
0,30,2,0,0,0,1,15,45,0,57,43,41,37,45.0,223
1,2,3,1,1,1,1,0,120,0,52,36,39,28,55.0,200
0,31,1,1,1,0,2,15,120,0,43,49,31,46,47.0,213
0,2,4,1,1,1,2,15,120,0,54,49,51,42,40.0,242
1,22,3,0,1,0,1,45,15,0,66,61,55,65,54.0,306
0,24,1,0,0,0,1,15,15,0,46,44,40,36,43.0,208
1,9,2,1,1,1,1,15,45,0,63,74,72,67,58.0,341
1,15,2,0,1,0,1,90,15,0,63,59,58,60,58.0,299
0,30,2,1,1,1,1,15,180,0,61,49,57,54,58.0,277
1,15,2,1,1,1,1,45,180,0,58,49,46,38,47.0,238
1,23,2,1,1,1,0,45,15,0,78,78,72,72,73.0,374
1,30,3,0,1,0,2,45,45,0,33,28,38,32,32.0,163
0,15,3,1,1,1,1,45,45,0,63,58,52,54,48.0,280
1,15,2,0,1,0,1,15,15,0,52,51,49,54,53.0,258
0,31,2,1,1,1,1,45,45,1,62,59,63,61,57.0,305
0,7,3,1,1,1,1,15,180,0,68,67,67,61,73.0,332
1,14,4,1,1,1,2,0,45,0,53,55,52,51,50.0,263
1,15,2,0,1,1,1,15,45,0,42,42,35,48,38.0,207
0,2,3,1,1,1,1,45,120,1,70,67,57,67,55.0,322
0,30,3,1,1,1,2,0,180,0,46,34,32,34,43.0,185
1,6,3,0,1,0,2,45,45,1,36,35,41,35,47.0,188
0,19,1,1,1,1,1,120,180,0,62,53,51,54,60.0,277
0,2,4,1,1,1,1,45,120,0,65,55,64,53,74.0,302
1,12,4,0,1,0,1,45,15,0,39,44,41,31,46.0,197
1,14,2,0,1,1,1,15,15,0,64,69,74,76,64.0,351
0,25,5,1,0,1,1,45,45,0,70,59,65,65,78.0,329
0,31,2,1,0,1,2,45,0,0,60,60,63,53,67.0,298
1,4,0,1,1,0,2,45,120,0,34,50,47,30,44.0,203
1,28,3,1,1,1,1,0,180,0,54,59,57,55,58.0,282
0,18,1,0,0,0,1,15,0,0,46,46,48,43,42.0,227
0,15,2,1,0,1,1,45,15,0,31,44,46,35,42.0,196
1,18,2,1,1,1,1,0,120,0,46,62,61,47,51.0,269
0,31,5,1,1,1,2,0,180,0,36,40,39,38,33.0,189
1,15,2,1,1,0,0,45,120,0,61,49,59,60,61.0,288
0,26,1,0,0,0,1,45,45,1,36,31,36,37,35.0,175
1,15,2,0,1,0,2,15,15,0,35,30,37,28,42.0,166
0,6,2,0,0,1,1,15,45,0,50,50,52,52,44.0,252
1,15,2,1,1,0,0,45,180,0,66,67,63,68,62.0,328
0,8,1,0,0,0,1,15,45,0,48,49,44,44,41.0,229
0,13,2,0,1,1,0,15,120,0,60,41,53,56,60.0,265
1,28,5,1,0,1,1,0,15,0,56,59,55,57,50.0,281
1,13,1,0,0,0,1,15,0,1,44,43,53,44,40.0,228
1,31,1,1,0,1,2,0,15,0,53,48,54,54,49.0,260
0,4,2,1,1,1,1,15,15,0,48,50,48,51,54.0,248
1,28,3,1,1,1,1,0,180,0,59,56,58,57,45.0,283
1,5,1,0,1,1,1,15,45,0,53,48,46,38,68.0,240
1,15,2,1,1,1,1,0,180,0,65,66,64,68,55.0,325
0,13,1,1,1,0,1,45,180,0,48,36,47,36,45.0,210
1,4,5,0,1,1,1,90,45,0,50,45,48,37,54.0,228
0,12,1,1,1,1,1,15,180,0,53,44,50,45,47.0,240
0,13,1,0,0,0,1,15,45,1,37,46,39,40,45.0,204
1,2,1,0,0,0,1,45,120,1,35,30,41,42,37.0,185
1,4,1,0,1,0,2,90,45,0,50,52,45,43,42.0,235
1,15,2,1,1,1,1,15,180,0,37,37,41,26,49.0,182
0,13,1,0,0,0,1,15,45,0,50,31,33,37,36.0,188
1,15,1,1,1,1,1,15,45,0,45,36,40,39,48.0,203
1,14,1,0,1,1,1,15,45,1,60,53,45,53,45.0,261
1,5,1,0,1,0,1,15,15,1,44,39,35,37,41.0,195
1,4,3,1,1,0,0,45,120,0,62,68,62,54,65.0,309
1,13,1,0,1,1,1,45,45,0,60,44,66,63,59.0,292
1,28,2,0,1,0,1,15,45,0,55,53,51,53,55.0,266
0,9,2,1,1,1,1,45,120,0,55,53,50,48,48.0,256
1,22,1,0,1,0,1,15,15,1,59,59,45,60,49.0,276
1,6,1,0,1,1,1,45,15,0,67,55,60,64,59.0,307
0,22,1,0,0,0,0,15,180,0,65,67,66,67,53.0,326
0,22,3,1,1,1,1,45,15,0,67,66,66,66,79.0,336
0,3,1,0,1,0,1,15,120,0,47,40,39,38,45.0,207
0,6,2,1,0,1,0,15,45,0,56,73,67,58,67.0,319
1,15,3,1,1,1,1,90,120,0,57,55,53,38,67.0,260
0,15,3,1,1,1,1,45,120,0,61,59,65,67,63.0,315
0,5,3,0,1,0,2,90,45,1,52,58,42,41,28.0,233
0,10,4,0,1,0,1,0,45,1,41,46,39,30,45.0,197
0,4,1,0,0,0,0,45,180,0,54,68,53,51,48.0,279
0,10,1,0,1,0,1,0,15,0,46,52,55,51,52.0,255
0,22,2,1,1,0,1,0,180,0,33,37,34,33,36.0,172
1,15,1,1,0,1,1,45,45,0,48,44,50,42,63.0,237
0,2,2,0,1,1,2,15,45,1,36,36,34,32,32.0,172
1,4,3,1,1,1,0,45,180,0,54,52,58,59,53.0,278
1,8,2,0,1,1,2,45,120,0,49,52,37,53,43.0,237
0,2,2,1,1,1,2,45,180,0,56,52,49,21,48.0,224
0,28,2,1,0,1,2,15,45,0,41,38,31,35,36.0,181
0,26,2,1,1,0,1,0,180,0,68,60,54,61,53.0,301
0,20,2,0,0,0,1,45,15,0,42,40,42,42,37.0,206
0,2,2,0,1,0,1,15,15,1,59,46,52,42,43.0,246
0,13,2,0,1,0,1,15,45,0,49,46,54,45,46.0,242
1,15,1,1,1,1,1,15,180,0,61,50,47,46,36.0,249
1,31,1,0,1,0,1,90,180,1,49,43,43,46,47.0,227
1,15,3,1,1,1,1,15,180,0,62,57,55,47,53.0,275
0,26,2,1,1,1,1,45,120,0,59,59,56,56,63.0,290
0,5,1,1,1,0,1,15,45,1,38,38,36,32,41.0,182
0,13,0,0,0,0,1,15,15,1,45,39,40,37,39.0,201
1,18,1,0,1,0,1,0,120,0,72,66,64,71,56.0,337
1,15,3,1,1,1,1,0,15,0,43,42,36,37,35.0,196
1,28,3,1,1,1,1,45,180,0,74,84,69,71,83.0,376
0,15,4,1,1,1,2,15,45,0,62,60,59,56,70.0,300
0,15,1,1,1,1,1,15,45,0,62,40,45,43,56.0,241
0,31,2,1,1,1,1,15,15,0,45,54,44,44,31.0,228
0,18,0,1,1,1,1,15,180,0,42,42,41,32,53.0,202
1,28,3,1,1,1,1,15,120,0,56,48,45,44,40.0,238
1,13,1,0,1,1,1,90,180,1,38,34,31,30,32.0,166
0,9,2,1,1,1,1,45,120,0,53,56,55,51,58.0,270
1,30,2,1,1,0,2,15,45,0,39,40,45,31,43.0,195
0,6,1,0,1,0,1,0,15,0,48,60,53,48,40.0,257
0,21,6,0,1,1,1,45,120,0,55,47,44,47,52.0,243
1,29,1,0,0,0,2,45,0,1,40,25,41,27,31.0,165
1,31,1,1,1,0,1,45,120,0,66,63,69,65,57.0,325
0,29,2,0,1,0,1,45,45,0,50,47,42,43,62.0,234
1,5,2,1,0,1,1,0,45,0,45,48,44,35,41.0,214
0,14,3,1,1,1,2,45,180,0,54,45,56,49,54.0,256
0,2,3,1,1,1,1,90,180,0,46,36,41,36,49.0,202
0,30,3,1,1,1,1,15,120,0,65,64,64,68,71.0,328
1,31,2,1,1,1,1,15,45,0,44,42,42,43,48.0,216
0,13,1,0,1,0,1,45,120,0,62,55,61,62,46.0,295
0,2,3,1,1,1,1,45,120,0,57,66,58,58,52.0,296
0,28,2,1,1,1,2,0,180,0,55,46,47,33,40.0,224
1,15,1,1,1,0,2,45,120,0,61,66,57,63,53.0,305
0,5,1,1,1,0,1,15,45,0,46,47,39,35,36.0,207
1,4,2,0,1,0,1,15,45,0,53,42,50,52,45.0,245
0,24,1,0,0,0,1,120,15,0,40,40,42,44,37.0,206
1,5,3,1,1,0,2,15,120,0,56,50,47,45,44.0,245
0,2,3,1,1,1,2,45,120,0,46,54,44,40,53.0,233
0,28,4,1,1,1,1,90,45,0,67,66,69,67,80.0,341
1,31,2,1,1,1,1,15,180,1,41,40,41,34,41.0,196
1,20,0,1,1,0,2,0,180,1,42,51,42,32,44.0,210
1,2,1,1,0,0,1,0,45,0,51,48,39,44,49.0,229
1,2,5,1,1,1,2,15,180,0,54,61,51,64,59.0,288
0,15,3,1,1,1,2,45,180,0,63,59,56,69,59.0,308
1,14,1,1,1,1,1,0,120,0,50,49,47,39,53.0,234
1,15,1,1,1,1,1,15,15,0,40,48,43,37,48.0,212
1,15,3,1,1,1,1,0,120,0,53,63,56,53,62.0,283
1,19,2,0,0,0,0,45,45,0,58,56,55,59,54.0,284
1,14,2,0,1,0,1,15,0,1,54,52,51,49,45.0,255
0,21,1,0,1,1,1,15,45,0,67,32,40,58,62.0,251
0,15,1,1,0,1,1,45,120,0,44,50,56,44,51.0,243
0,6,2,1,1,1,1,45,120,0,55,52,48,48,49.0,253
1,4,1,1,1,1,1,15,45,0,53,40,44,50,47.0,234
0,28,3,1,1,1,2,45,120,0,50,63,48,42,42.0,250
1,2,3,1,1,1,1,15,45,0,54,49,50,50,48.0,253
0,18,2,1,1,1,1,45,45,0,66,59,48,68,47.0,296
0,2,3,1,1,1,1,45,120,0,57,65,65,60,71.0,312
0,28,2,1,1,1,1,90,45,0,68,74,70,79,79.0,366
0,26,3,1,1,1,2,90,180,0,48,53,53,40,43.0,240
1,15,2,0,1,0,1,45,15,0,55,46,52,62,59.0,271
0,12,1,0,1,0,1,90,0,0,36,35,41,25,29.0,169
0,2,2,1,1,1,1,45,120,0,45,47,45,40,43.0,221
0,2,1,0,0,0,1,45,15,1,45,41,51,56,42.0,239
0,24,3,0,1,0,1,0,15,0,55,43,48,43,40.0,233
0,15,2,1,1,1,1,45,45,0,68,64,59,62,71.0,319
0,23,2,0,1,0,1,15,45,0,47,42,46,51,49.0,233
0,11,1,0,0,0,1,15,15,0,40,42,36,42,46.0,202
1,19,1,0,0,0,0,45,45,0,34,40,37,31,43.0,180
1,4,2,0,1,0,1,15,120,0,39,34,42,40,45.0,196
1,19,1,0,1,1,1,15,180,0,56,59,46,50,52.0,263
0,12,1,0,0,0,1,45,0,1,39,43,35,35,32.0,188
0,20,1,1,1,1,0,15,45,0,54,39,39,45,43.0,221
1,3,2,1,1,1,1,15,45,0,66,74,78,71,60.0,357
0,7,2,0,1,1,1,45,45,1,50,49,53,51,51.0,254
0,28,2,1,0,1,0,90,180,0,48,46,49,41,45.0,230
1,2,2,0,0,0,0,90,120,0,49,61,64,61,50.0,290
1,26,1,0,0,0,1,15,45,0,46,45,50,39,49.0,227
1,31,2,0,1,0,1,0,15,0,60,52,51,53,70.0,276
0,28,1,0,0,1,2,15,0,0,64,69,66,66,61.0,329
0,2,3,1,1,1,1,0,180,1,55,59,44,48,54.0,258
1,14,3,1,1,1,0,0,45,0,49,48,51,56,54.0,256
0,2,2,0,1,0,2,45,45,0,49,51,48,36,46.0,230
1,28,3,1,1,0,0,15,15,0,37,57,53,48,44.0,242
0,23,1,0,1,0,2,45,15,0,52,42,48,40,45.0,227
0,5,1,0,1,0,1,90,120,0,46,41,40,32,44.0,200
0,2,2,1,1,1,0,15,120,0,73,66,59,63,67.0,327
0,2,2,0,0,0,0,45,120,0,48,25,35,35,40.0,180
1,21,3,0,0,0,1,15,120,0,57,44,52,53,42.0,254
0,15,3,1,1,1,1,45,120,0,63,49,51,58,60.0,278
1,22,2,1,1,1,1,15,120,0,70,61,64,71,66.0,332
0,2,2,0,0,0,1,15,120,0,60,25,49,54,47.0,235
0,20,2,0,0,0,0,0,180,0,45,43,42,42,41.0,214
1,15,2,1,1,1,1,45,45,0,51,56,46,49,46.0,251
0,15,4,1,1,1,1,90,120,0,69,61,65,67,80.0,333
1,22,1,0,1,0,2,15,0,0,31,42,35,29,28.0,169
