ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_AREA_UBICACION,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,PROMEDIO_AREAS,DESVIACION_AREAS,BRECHA_MEJOR_PEOR,MEJOR_AREA,PEOR_AREA,TIENE_INTERNET_Y_TV,INDICE_RECURSOS_HOGAR,DEDICACION_TOTAL_MIN,ZONA_RURAL,NIVEL_INGLES,Z_LECTURA_CRITICA,Z_MATEMATICAS,Z_C_NATURALES,Z_SOCIALES_CIUDADANAS,Z_INGLES,NIVEL_DESEMPENO_GLOBAL,PERCENTIL_GLOBAL,RATIO_LECTURA_MATEMATICAS,GRUPO_ESTRATO
1,6,4,1,1,1,1,15,45,0,62,61,61,54,70.0,302,61.6,5.683308895353129,16.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,1,3,60,0,alto,0.90969446797575,0.8510645472611158,1.0305321538842407,0.43192456681512426,1.6255788754765044,Alto,81.2,1.0163934426229508,alto
0,5,1,0,0,0,1,45,120,0,65,53,50,62,53.0,286,56.6,6.5038450166036395,15.0,PUNT_LECTURA_CRITICA,PUNT_C_NATURALES,0,0,165,0,medio,1.2104530533765931,0.17507999820542433,-0.02148668785862681,1.0967648441087994,0.13967496736269774,Medio,73.4,1.2264150943396226,bajo
1,2,1,0,1,0,1,15,15,1,45,27,32,34,33.0,172,34.2,6.6105975524153635,18.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,0,1,30,1,bajo,-0.7946041826290278,-2.021869786225573,-1.7429720652560463,-1.2301761264190636,-1.6084472774770748,Bajo,3.733333333333334,1.6666666666666667,bajo
0,2,3,1,1,1,2,15,180,0,39,30,43,40,39.0,190,38.2,4.868264577855235,13.0,PUNT_C_NATURALES,PUNT_MATEMATICAS,1,3,195,0,bajo,-1.396121353430714,-1.7683755803296886,-0.6909532235131789,-0.7315459184488072,-1.084010604025143,Bajo,9.966666666666667,1.3,medio
0,15,1,1,1,1,0,90,180,0,43,53,54,41,44.0,237,47.0,6.041522986797286,13.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,1,3,270,0,medio,-0.9951099062295898,0.17507999820542433,0.36106561822968863,-0.6484408837870979,-0.6469800428151999,Bajo,40.8,0.8113207547169812,bajo
1,14,2,0,1,1,1,0,120,1,60,60,59,63,56.0,301,59.6,2.5099800796022267,7.0,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,0,2,120,1,medio,0.709188744375188,0.7665664786291544,0.839256000840083,1.1798698787705089,0.40189330408866364,Alto,80.7,1.0,medio
0,11,1,0,0,0,1,15,15,0,67,65,70,77,62.0,346,68.2,5.718391382198319,15.0,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,0,0,30,0,alto,1.4109587769771552,1.1890568217889614,1.8912748425829504,2.3433403640344403,0.9263299775405954,Alto,96.6,1.0307692307692307,bajo
0,22,0,0,1,0,1,90,15,1,50,58,34,39,39.0,224,44.0,9.772410142846033,24.0,PUNT_MATEMATICAS,PUNT_C_NATURALES,0,1,105,1,bajo,-0.29333987362762254,0.5975703413652315,-1.5516959122118887,-0.8146509531105167,-1.084010604025143,Bajo,30.766666666666666,0.8620689655172413,bajo
1,5,2,0,0,0,0,0,45,0,45,45,39,45,53.0,221,45.4,4.979959839195493,14.0,PUNT_INGLES,PUNT_C_NATURALES,0,0,45,0,medio,-0.7946041826290278,-0.5009045508502672,-1.0735055296014944,-0.3160207451402603,0.13967496736269774,Bajo,28.733333333333334,1.0,medio
1,10,1,0,1,0,2,15,0,1,44,35,34,41,44.0,195,39.6,4.8270073544588685,10.0,PUNT_LECTURA_CRITICA,PUNT_C_NATURALES,0,1,15,1,medio,-0.8948570444293088,-1.3458852371698815,-1.5516959122118887,-0.6484408837870979,-0.6469800428151999,Bajo,12.933333333333334,1.2571428571428571,bajo
1,7,1,0,1,0,1,45,45,0,60,58,60,56,62.0,294,59.2,2.2803508501982757,6.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,0,1,90,0,alto,0.709188744375188,0.5975703413652315,0.9348940773621618,0.598134636138543,0.9263299775405954,Medio,77.46666666666667,1.0344827586206897,bajo
1,19,4,1,1,1,1,15,45,0,60,46,51,50,38.0,253,49.0,8.0,22.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,1,3,60,0,bajo,0.709188744375188,-0.41640648221830573,0.07415138866345206,0.09950442816828668,-1.1714167162671316,Medio,51.26666666666667,1.3043478260869565,alto
1,15,2,1,1,1,1,0,15,0,62,60,54,47,64.0,282,57.4,6.913754406977442,17.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,1,3,15,0,alto,0.90969446797575,0.7665664786291544,0.36106561822968863,-0.14981067581684152,1.1011422020245727,Medio,70.5,1.0333333333333334,medio
1,14,3,1,1,1,0,45,120,0,46,48,55,40,46.0,236,47.0,5.385164807134504,15.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,1,3,165,0,medio,-0.6943513208287467,-0.24741034495438285,0.45670369475176753,-0.7315459184488072,-0.4721678183312227,Bajo,40.13333333333333,0.9583333333333334,medio
1,12,4,0,0,0,1,45,0,1,30,29,37,32,41.0,163,33.8,5.06951674225463,12.0,PUNT_INGLES,PUNT_MATEMATICAS,0,0,45,1,medio,-2.2983971096332434,-1.8528736489616502,-1.264781682645652,-1.3963861957424824,-0.9091983795411658,Bajo,1.633333333333333,1.0344827586206897,alto
1,15,2,1,1,1,1,45,120,0,65,50,52,56,56.0,279,55.8,5.761944116355173,15.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,1,3,165,0,medio,1.2104530533765931,-0.07841420769045998,0.16978946518553092,0.598134636138543,0.40189330408866364,Medio,68.60000000000001,1.3,medio
0,26,2,0,1,1,2,15,15,1,47,46,47,30,45.0,213,43.0,7.314369419163897,17.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,2,30,1,medio,-0.5940984590284657,-0.41640648221830573,-0.3084009174248634,-1.5625962650659013,-0.5595739305732113,Bajo,23.733333333333334,1.0217391304347827,medio
0,6,2,1,1,1,1,15,45,0,48,53,55,44,50.0,250,50.0,4.301162633521313,11.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,1,3,60,0,medio,-0.4938455972281846,0.17507999820542433,0.45670369475176753,-0.39912577980196967,-0.12254336936326815,Bajo,49.6,0.9056603773584906,medio
1,15,2,1,1,1,1,0,15,0,48,58,49,50,39.0,252,48.8,6.760177512462229,19.0,PUNT_MATEMATICAS,PUNT_INGLES,1,3,15,0,bajo,-0.4938455972281846,0.5975703413652315,-0.11712476438070567,0.09950442816828668,-1.084010604025143,Medio,50.76666666666667,0.8275862068965517,medio
1,18,1,1,1,1,0,15,15,0,45,54,52,45,51.0,246,49.4,4.159326868617084,9.0,PUNT_MATEMATICAS,PUNT_LECTURA_CRITICA,1,3,30,0,medio,-0.7946041826290278,0.25957806683738577,0.16978946518553092,-0.3160207451402603,-0.03513725712127952,Bajo,46.9,0.8333333333333334,bajo
0,5,2,1,1,1,0,15,120,0,65,71,67,71,80.0,347,70.8,5.761944116355173,15.0,PUNT_INGLES,PUNT_LECTURA_CRITICA,1,3,135,0,alto,1.2104530533765931,1.6960452335807301,1.6043606130167138,1.8447101560641839,2.4996399978963906,Alto,96.73333333333333,0.9154929577464789,medio
1,31,2,0,0,0,1,45,120,1,54,60,65,51,57.0,287,57.4,5.412947441089743,14.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,0,0,165,1,medio,0.10767157357350166,0.7665664786291544,1.413084459972556,0.18260946282999607,0.48929941633065227,Medio,73.93333333333332,0.9,medio
1,14,2,0,1,1,2,15,15,0,57,53,52,47,57.0,263,53.2,4.147288270665544,10.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,2,30,0,medio,0.4084301589743448,0.17507999820542433,0.16978946518553092,-0.14981067581684152,0.48929941633065227,Medio,57.93333333333334,1.0754716981132075,medio
0,10,1,0,0,0,1,0,15,0,45,36,32,35,31.0,183,35.8,5.540758070878028,14.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,0,0,15,0,bajo,-0.7946041826290278,-1.26138716853792,-1.7429720652560463,-1.1470710917573543,-1.783259501961052,Bajo,7.1,1.25,bajo
0,22,1,1,1,1,2,45,120,1,38,40,27,34,34.0,173,34.6,4.979959839195493,13.0,PUNT_MATEMATICAS,PUNT_C_NATURALES,1,3,165,1,bajo,-1.4963742152309951,-0.9233948940100744,-2.221162447866441,-1.2301761264190636,-1.5210411652350861,Bajo,4.266666666666667,0.95,bajo
1,28,3,1,1,1,2,0,120,0,53,52,44,51,39.0,246,47.8,6.058052492344384,14.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,1,3,120,0,bajo,0.007418711773220604,0.0905819295734629,-0.5953151469911,0.18260946282999607,-1.084010604025143,Bajo,46.9,1.0192307692307692,medio
0,15,3,1,1,1,1,15,120,0,57,58,53,47,51.0,268,53.2,4.494441010848846,11.0,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,1,3,135,0,medio,0.4084301589743448,0.5975703413652315,0.2654275417076098,-0.14981067581684152,-0.03513725712127952,Medio,61.16666666666667,0.9827586206896551,medio
0,15,4,1,1,1,1,15,120,0,65,65,54,66,76.0,318,65.2,7.791020472312982,22.0,PUNT_INGLES,PUNT_C_NATURALES,1,3,135,0,alto,1.2104530533765931,1.1890568217889614,0.36106561822968863,1.429184982755637,2.1500155489284363,Alto,88.03333333333333,1.0,alto
0,13,2,0,1,0,1,0,45,1,52,29,33,36,58.0,195,41.6,12.660963628413123,29.0,PUNT_INGLES,PUNT_MATEMATICAS,0,1,45,1,medio,-0.09283415002706044,-1.8528736489616502,-1.6473339887339675,-1.0639660570956448,0.5767055285726409,Bajo,12.933333333333334,1.793103448275862,medio
1,4,2,1,1,1,2,15,45,0,30,29,38,34,43.0,168,34.8,5.805170109479997,14.0,PUNT_INGLES,PUNT_MATEMATICAS,1,3,60,0,medio,-2.2983971096332434,-1.8528736489616502,-1.1691436061235732,-1.2301761264190636,-0.7343861550571885,Bajo,2.7666666666666666,1.0344827586206897,medio
0,28,3,1,1,1,1,0,45,0,42,41,44,40,47.0,211,42.8,2.7748873851023217,7.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,1,3,45,0,medio,-1.095362768029871,-0.8388968253781128,-0.5953151469911,-0.7315459184488072,-0.38476170608923405,Bajo,22.733333333333334,1.024390243902439,medio
0,15,2,1,1,1,0,15,180,0,53,58,60,49,55.0,275,55.0,4.301162633521313,11.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,1,3,195,0,medio,0.007418711773220604,0.5975703413652315,0.9348940773621618,0.016399393506577285,0.314487191846675,Medio,65.36666666666666,0.9137931034482759,medio
0,15,2,1,1,1,1,45,120,0,48,54,39,33,52.0,221,45.2,8.927485648266257,21.0,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,1,3,165,0,medio,-0.4938455972281846,0.25957806683738577,-1.0735055296014944,-1.313281161080773,0.05226885512070911,Bajo,28.733333333333334,0.8888888888888888,medio
1,4,2,1,1,1,0,0,120,0,49,47,34,32,32.0,199,38.8,8.46758525200662,17.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,1,3,120,0,bajo,-0.3935927354279036,-0.33190841358634426,-1.5516959122118887,-1.3963861957424824,-1.6958533897190635,Bajo,14.7,1.0425531914893618,medio
0,2,2,1,1,1,2,90,120,0,64,51,59,60,53.0,290,57.4,5.319774431308154,13.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,1,3,210,0,medio,1.110200191576312,0.006083860941501454,0.839256000840083,0.9305547747853806,0.13967496736269774,Medio,75.23333333333333,1.2549019607843137,medio
0,8,1,0,0,0,0,45,45,0,59,56,56,46,52.0,270,53.8,5.019960159204453,13.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,0,90,0,medio,0.6089358825749068,0.42857420410130864,0.5523417712738464,-0.2329157104785509,0.05226885512070911,Medio,62.4,1.0535714285714286,bajo
1,13,1,1,1,1,2,15,120,0,35,37,33,30,36.0,170,34.2,2.7748873851023212,7.0,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,1,3,135,0,bajo,-1.7971328006318381,-1.1768890999059587,-1.6473339887339675,-1.5625962650659013,-1.346228940751109,Bajo,3.0666666666666664,0.9459459459459459,bajo
1,2,2,1,1,0,2,15,15,0,38,37,40,32,30.0,181,35.4,4.219004621945797,10.0,PUNT_C_NATURALES,PUNT_INGLES,1,2,30,0,bajo,-1.4963742152309951,-1.1768890999059587,-0.9778674530794155,-1.3963861957424824,-1.8706656142030407,Bajo,6.133333333333333,1.027027027027027,medio
0,9,2,1,1,1,2,120,120,1,65,62,57,55,61.0,299,60.0,4.0,10.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,1,3,240,1,alto,1.2104530533765931,0.9355626158930772,0.6479798477959252,0.5150296014768336,0.8389238652986067,Medio,80.2,1.0483870967741935,medio
1,10,2,0,1,0,2,15,120,1,54,49,49,46,51.0,248,49.8,2.9495762407505253,8.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,1,135,1,medio,0.10767157357350166,-0.16291227632242142,-0.11712476438070567,-0.2329157104785509,-0.03513725712127952,Bajo,48.3,1.1020408163265305,medio
0,23,3,1,1,1,2,0,120,0,67,64,68,65,76.0,334,68.0,4.743416490252569,12.0,PUNT_INGLES,PUNT_MATEMATICAS,1,3,120,0,alto,1.4109587769771552,1.104558753157,1.6999986895387929,1.3460799480939276,2.1500155489284363,Alto,93.7,1.046875,medio
1,2,1,0,1,0,1,15,180,0,50,43,48,44,45.0,231,46.0,2.9154759474226504,7.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,0,1,195,0,medio,-0.29333987362762254,-0.66990068811419,-0.21276284090278455,-0.39912577980196967,-0.5595739305732113,Bajo,36.0,1.1627906976744187,bajo
0,10,1,0,0,1,1,45,45,0,58,72,67,59,52.0,315,61.6,7.893034904268447,20.0,PUNT_MATEMATICAS,PUNT_INGLES,0,1,90,0,medio,0.5086830207746258,1.7805433022126915,1.6043606130167138,0.8474497401236712,0.05226885512070911,Alto,87.03333333333333,0.8055555555555556,bajo
0,15,1,0,1,1,2,15,15,0,55,61,53,59,40.0,278,53.6,8.23407554009556,21.0,PUNT_MATEMATICAS,PUNT_INGLES,0,2,30,0,bajo,0.2079244353737827,0.8510645472611158,0.2654275417076098,0.8474497401236712,-0.9966044917831545,Medio,67.80000000000001,0.9016393442622951,bajo
0,12,1,0,1,1,1,90,45,0,37,34,42,37,39.0,188,37.8,2.949576240750525,8.0,PUNT_C_NATURALES,PUNT_MATEMATICAS,0,2,135,0,bajo,-1.596627077031276,-1.430383305801843,-0.7865913000352577,-0.9808610224339355,-1.084010604025143,Bajo,8.866666666666667,1.088235294117647,bajo
1,14,2,1,1,0,2,45,120,0,60,76,63,67,46.0,325,62.4,10.96813566655701,30.0,PUNT_MATEMATICAS,PUNT_INGLES,1,2,165,0,medio,0.709188744375188,2.118535576740537,1.2218083069283985,1.5122900174173464,-0.4721678183312227,Alto,90.46666666666667,0.7894736842105263,medio
0,16,1,0,0,0,1,0,0,1,34,42,44,32,40.0,191,38.4,5.176871642217914,12.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,0,0,0,1,bajo,-1.8973856624321193,-0.7543987567461514,-0.5953151469911,-1.3963861957424824,-0.9966044917831545,Bajo,10.633333333333333,0.8095238095238095,bajo
0,5,2,1,1,1,2,45,120,0,45,48,51,40,39.0,227,44.6,5.128352561983234,12.0,PUNT_C_NATURALES,PUNT_INGLES,1,3,165,0,bajo,-0.7946041826290278,-0.24741034495438285,0.07415138866345206,-0.7315459184488072,-1.084010604025143,Bajo,33.0,0.9375,medio
0,9,1,0,1,0,0,45,0,0,48,52,55,60,50.0,267,53.0,4.69041575982343,12.0,PUNT_SOCIALES_CIUDADANAS,PUNT_LECTURA_CRITICA,0,1,45,0,medio,-0.4938455972281846,0.0905819295734629,0.45670369475176753,0.9305547747853806,-0.12254336936326815,Medio,60.3,0.9230769230769231,bajo
1,8,3,1,1,0,1,45,15,0,47,48,52,44,47.0,238,47.6,2.8809720581775866,8.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,1,2,60,0,medio,-0.5940984590284657,-0.24741034495438285,0.16978946518553092,-0.39912577980196967,-0.38476170608923405,Bajo,41.699999999999996,0.9791666666666666,medio
1,22,3,1,1,1,2,0,45,0,56,54,57,61,53.0,283,56.2,3.1144823004794873,8.0,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,1,3,45,0,medio,0.3081772971740637,0.25957806683738577,0.6479798477959252,1.01365980944709,0.13967496736269774,Medio,71.46666666666667,1.037037037037037,medio
1,15,2,1,1,1,1,0,180,0,59,68,66,62,66.0,320,64.2,3.63318042491699,9.0,PUNT_MATEMATICAS,PUNT_LECTURA_CRITICA,1,3,180,0,alto,0.6089358825749068,1.4425510276848459,1.508722536494635,1.0967648441087994,1.2759544265085498,Alto,88.76666666666667,0.8676470588235294,medio
0,15,3,0,1,1,1,15,15,0,52,68,70,67,63.0,321,64.0,7.176350047203662,18.0,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,0,2,30,0,alto,-0.09283415002706044,1.4425510276848459,1.8912748425829504,1.5122900174173464,1.013736089782584,Alto,89.1,0.7647058823529411,medio
0,13,2,0,1,0,1,15,45,1,49,48,45,41,44.0,228,45.4,3.2093613071762426,8.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,1,60,1,medio,-0.3935927354279036,-0.24741034495438285,-0.49967707046902116,-0.6484408837870979,-0.6469800428151999,Bajo,34.03333333333333,1.0208333333333333,medio
1,26,2,1,1,0,1,0,15,0,34,41,43,37,49.0,198,40.8,5.761944116355173,15.0,PUNT_INGLES,PUNT_LECTURA_CRITICA,1,2,15,0,medio,-1.8973856624321193,-0.8388968253781128,-0.6909532235131789,-0.9808610224339355,-0.20994948160525678,Bajo,14.266666666666666,0.8292682926829268,medio
0,14,2,1,1,1,1,45,120,0,66,60,55,64,59.0,305,60.8,4.324349662087931,11.0,PUNT_LECTURA_CRITICA,PUNT_C_NATURALES,1,3,165,0,medio,1.3107059151768743,0.7665664786291544,0.45670369475176753,1.2629749134322181,0.6641116408146295,Alto,82.69999999999999,1.1,medio
1,25,1,1,1,1,2,90,120,0,43,36,47,38,35.0,203,39.8,5.06951674225463,12.0,PUNT_C_NATURALES,PUNT_INGLES,1,3,210,0,bajo,-0.9951099062295898,-1.26138716853792,-0.3084009174248634,-0.8977559877722261,-1.4336350529930975,Bajo,17.266666666666666,1.1944444444444444,bajo
0,5,2,0,0,0,1,15,45,0,49,37,37,33,33.0,193,37.8,6.572670690061994,16.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,0,60,0,bajo,-0.3935927354279036,-1.1768890999059587,-1.264781682645652,-1.313281161080773,-1.6084472774770748,Bajo,11.833333333333334,1.3243243243243243,medio
1,4,3,0,1,1,1,15,120,0,61,55,58,55,54.0,285,56.6,2.8809720581775866,7.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,0,2,135,0,medio,0.809441606175469,0.3440761354693472,0.7436179243180041,0.5150296014768336,0.22708107960468638,Medio,72.73333333333333,1.1090909090909091,medio
1,2,3,1,1,1,1,0,180,0,44,48,40,50,54.0,231,47.2,5.403702434442518,14.0,PUNT_INGLES,PUNT_C_NATURALES,1,3,180,0,medio,-0.8948570444293088,-0.24741034495438285,-0.9778674530794155,0.09950442816828668,0.22708107960468638,Bajo,36.0,0.9166666666666666,medio
0,23,3,1,1,1,2,45,180,0,59,50,48,54,50.0,263,52.2,4.3817804600413295,11.0,PUNT_LECTURA_CRITICA,PUNT_C_NATURALES,1,3,225,0,medio,0.6089358825749068,-0.07841420769045998,-0.21276284090278455,0.43192456681512426,-0.12254336936326815,Medio,57.93333333333334,1.18,medio
1,2,2,1,1,0,2,15,180,0,55,58,58,58,65.0,289,58.8,3.7013511046643495,10.0,PUNT_INGLES,PUNT_LECTURA_CRITICA,1,2,195,0,alto,0.2079244353737827,0.5975703413652315,0.7436179243180041,0.7643447054619619,1.1885483142665612,Medio,74.76666666666667,0.9482758620689655,medio
0,9,1,0,0,1,1,15,15,0,67,51,58,68,55.0,303,59.8,7.463243262818116,17.0,PUNT_SOCIALES_CIUDADANAS,PUNT_MATEMATICAS,0,1,30,0,medio,1.4109587769771552,0.006083860941501454,0.7436179243180041,1.5953950520790559,0.314487191846675,Alto,81.8,1.3137254901960784,bajo
1,14,3,1,1,1,1,0,15,0,59,61,58,56,60.0,293,58.8,1.9235384061671343,5.0,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,1,3,15,0,medio,0.6089358825749068,0.8510645472611158,0.7436179243180041,0.598134636138543,0.7515177530566182,Medio,76.96666666666667,0.9672131147540983,medio
1,20,1,0,1,0,2,45,45,0,52,41,42,49,46.0,230,46.0,4.636809247747852,11.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,0,1,90,0,medio,-0.09283415002706044,-0.8388968253781128,-0.7865913000352577,0.016399393506577285,-0.4721678183312227,Bajo,35.333333333333336,1.2682926829268293,bajo
0,20,1,0,0,0,0,90,15,1,45,40,37,35,48.0,200,41.0,5.431390245600108,13.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,0,0,105,1,medio,-0.7946041826290278,-0.9233948940100744,-1.264781682645652,-1.1470710917573543,-0.2973555938472454,Bajo,15.266666666666667,1.125,bajo
1,18,2,0,1,1,2,0,45,0,47,36,41,45,39.0,210,41.6,4.449719092257398,11.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,0,2,45,0,bajo,-0.5940984590284657,-1.26138716853792,-0.8822293765573366,-0.3160207451402603,-1.084010604025143,Bajo,21.96666666666667,1.3055555555555556,medio
0,2,3,1,1,1,0,45,120,0,61,54,59,62,55.0,293,58.2,3.5637059362410923,8.0,PUNT_SOCIALES_CIUDADANAS,PUNT_MATEMATICAS,1,3,165,0,medio,0.809441606175469,0.25957806683738577,0.839256000840083,1.0967648441087994,0.314487191846675,Medio,76.96666666666667,1.1296296296296295,medio
1,4,1,1,1,1,1,45,120,0,54,56,49,54,46.0,263,51.8,4.147288270665544,10.0,PUNT_MATEMATICAS,PUNT_INGLES,1,3,165,0,medio,0.10767157357350166,0.42857420410130864,-0.11712476438070567,0.43192456681512426,-0.4721678183312227,Medio,57.93333333333334,0.9642857142857143,bajo
0,6,2,0,0,0,1,0,0,0,51,37,43,49,34.0,221,42.8,7.362064927722384,17.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,0,0,0,0,bajo,-0.19308701182734148,-1.1768890999059587,-0.6909532235131789,0.016399393506577285,-1.5210411652350861,Bajo,28.733333333333334,1.3783783783783783,medio
1,4,2,1,1,1,0,0,180,0,40,37,42,42,45.0,203,41.2,2.9495762407505253,8.0,PUNT_INGLES,PUNT_MATEMATICAS,1,3,180,0,medio,-1.295868491630433,-1.1768890999059587,-0.7865913000352577,-0.5653358491253885,-0.5595739305732113,Bajo,17.266666666666666,1.0810810810810811,medio
0,21,2,1,0,1,1,15,180,0,64,51,38,43,53.0,247,49.8,9.984988733093292,26.0,PUNT_LECTURA_CRITICA,PUNT_C_NATURALES,0,2,195,0,medio,1.110200191576312,0.006083860941501454,-1.1691436061235732,-0.4822308144636791,0.13967496736269774,Bajo,47.56666666666667,1.2549019607843137,medio
1,28,1,0,0,0,1,45,0,0,31,35,36,34,38.0,172,34.8,2.588435821108957,7.0,PUNT_INGLES,PUNT_LECTURA_CRITICA,0,0,45,0,bajo,-2.1981442478329623,-1.3458852371698815,-1.360419759167731,-1.2301761264190636,-1.1714167162671316,Bajo,3.733333333333334,0.8857142857142857,bajo
0,2,1,1,1,1,2,45,45,0,55,57,52,34,50.0,248,49.6,9.126883367283709,23.0,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,1,3,90,0,medio,0.2079244353737827,0.51307227273327,0.16978946518553092,-1.2301761264190636,-0.12254336936326815,Bajo,48.3,0.9649122807017544,bajo
0,14,2,0,0,0,1,15,15,0,60,59,54,54,40.0,277,53.4,7.987490219086343,20.0,PUNT_LECTURA_CRITICA,PUNT_INGLES,0,0,30,0,bajo,0.709188744375188,0.6820684099971929,0.36106561822968863,0.43192456681512426,-0.9966044917831545,Medio,66.73333333333333,1.0169491525423728,medio
0,14,3,1,1,1,1,0,120,0,58,42,42,31,43.0,216,43.2,9.628083921528727,27.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,1,3,120,0,medio,0.5086830207746258,-0.7543987567461514,-0.7865913000352577,-1.4794912304041918,-0.7343861550571885,Bajo,25.3,1.380952380952381,medio
1,2,5,1,1,1,1,0,120,0,46,37,40,35,55.0,203,42.6,8.080841540334768,20.0,PUNT_INGLES,PUNT_SOCIALES_CIUDADANAS,1,3,120,0,medio,-0.6943513208287467,-1.1768890999059587,-0.9778674530794155,-1.1470710917573543,0.314487191846675,Bajo,17.266666666666666,1.2432432432432432,alto
1,23,1,0,1,1,0,15,120,0,51,57,53,51,50.0,264,52.4,2.7928480087537886,7.0,PUNT_MATEMATICAS,PUNT_INGLES,0,2,135,0,medio,-0.19308701182734148,0.51307227273327,0.2654275417076098,0.18260946282999607,-0.12254336936326815,Medio,58.666666666666664,0.8947368421052632,bajo
1,18,1,0,0,0,0,45,0,0,54,44,45,40,50.0,230,46.6,5.458937625582472,14.0,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,0,0,45,0,medio,0.10767157357350166,-0.5854026194822286,-0.49967707046902116,-0.7315459184488072,-0.12254336936326815,Bajo,35.333333333333336,1.2272727272727273,bajo
1,2,4,1,1,0,1,90,120,0,55,64,61,69,65.0,312,62.8,5.215361924162119,14.0,PUNT_SOCIALES_CIUDADANAS,PUNT_LECTURA_CRITICA,1,2,210,0,alto,0.2079244353737827,1.104558753157,1.0305321538842407,1.6785000867407651,1.1885483142665612,Alto,85.83333333333333,0.859375,alto
1,14,2,0,1,0,1,0,0,0,42,44,49,31,45.0,209,42.2,6.760177512462229,18.0,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,0,1,0,0,medio,-1.095362768029871,-0.5854026194822286,-0.11712476438070567,-1.4794912304041918,-0.5595739305732113,Bajo,21.166666666666668,0.9545454545454546,medio
1,14,2,1,1,1,1,45,45,0,66,69,59,60,57.0,315,62.2,5.06951674225463,12.0,PUNT_MATEMATICAS,PUNT_INGLES,1,3,90,0,medio,1.3107059151768743,1.5270490963168073,0.839256000840083,0.9305547747853806,0.48929941633065227,Alto,87.03333333333333,0.9565217391304348,medio
1,15,2,1,1,1,1,90,180,0,66,51,53,58,56.0,285,56.8,5.805170109479997,15.0,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,1,3,270,0,medio,1.3107059151768743,0.006083860941501454,0.2654275417076098,0.7643447054619619,0.40189330408866364,Medio,72.73333333333333,1.2941176470588236,medio
